# channel  phase_bin  observed  model  ns_surface  background  mdnse_contrib
224 4 67 67.759 1.481 66.278 5.3930342e-05
224 5 81 67.276 0.997 66.279 0.017632384
224 6 61 66.9 0.621 66.279 0.0032587695
224 7 70 66.659 0.38 66.279 0.001044967
224 8 60 66.514 0.236 66.278 0.0039723283
224 9 73 66.545 0.266 66.279 0.0039006961
224 10 74 66.787 0.509 66.278 0.004870589
224 11 53 67.114 0.836 66.278 0.018648755
224 12 63 67.453 1.174 66.279 0.0018563293
224 13 65 67.758 1.48 66.278 0.00071209535
224 14 69 67.991 1.712 66.279 9.5308571e-05
224 15 91 68.124 1.846 66.278 0.048990266
224 16 62 68.148 1.87 66.278 0.0035384849
224 17 65 68.068 1.789 66.279 0.00088117128
224 18 69 67.904 1.626 66.278 0.00011245292
224 19 65 67.688 1.409 66.279 0.00067640709
224 20 81 67.443 1.164 66.279 0.017205877
224 21 75 67.214 0.936 66.278 0.0056751641
224 22 68 67.047 0.768 66.279 8.5022804e-05
224 23 65 66.976 0.697 66.279 0.0003655304
224 24 61 67.067 0.788 66.279 0.0034458599
224 25 59 67.328 1.05 66.278 0.0064927855
224 26 62 67.781 1.503 66.278 0.0031286398
224 27 64 68.377 2.098 66.279 0.0017935055
224 28 56 68.969 2.69 66.279 0.015745723
224 29 72 69.438 3.159 66.279 0.00061448017
224 30 79 69.724 3.445 66.279 0.0080551031
224 31 71 69.796 3.517 66.279 0.00013570711
225 0 62 68.036 3.145 64.891 0.0034107358
225 1 79 67.722 2.831 64.891 0.011907314
225 2 70 67.281 2.39 64.891 0.00069209871
225 3 60 66.777 1.886 64.891 0.0042995657
225 4 64 66.271 1.38 64.891 0.00048281849
225 5 62 65.82 0.929 64.891 0.0013660807
225 6 71 65.469 0.578 64.891 0.002863894
225 7 58 65.244 0.354 64.89 0.0049125446
225 8 59 65.11 0.219 64.891 0.0034948782
225 9 75 65.139 0.248 64.891 0.0091031467
225 10 69 65.365 0.474 64.891 0.001236968
225 11 63 65.67 0.779 64.891 0.0006673784
225 12 78 65.986 1.095 64.891 0.013512163
225 13 73 66.27 1.379 64.891 0.0042401357
225 14 71 66.486 1.595 64.891 0.001907536
225 15 70 66.61 1.719 64.891 0.0010758433
225 16 56 66.632 1.741 64.891 0.010582288
225 17 60 66.556 1.666 64.89 0.0040237178
225 18 78 66.404 1.513 64.891 0.01258827
225 19 65 66.202 1.311 64.891 0.00013525663
225 20 61 65.974 1.083 64.891 0.0023161207
225 21 66 65.761 0.871 64.89 5.3474339e-06
225 22 67 65.605 0.715 64.89 0.00018217888
225 23 70 65.54 0.649 64.891 0.0018621701
225 24 65 65.625 0.735 64.89 3.6568711e-05
225 25 63 65.87 0.979 64.891 0.00077110482
225 26 55 66.294 1.403 64.891 0.011941124
225 27 63 66.85 1.96 64.89 0.0013876217
225 28 69 67.404 2.513 64.891 0.00023845992
225 29 66 67.842 2.951 64.891 0.00031763538
225 30 65 68.11 3.219 64.891 0.00090546236
225 31 71 68.176 3.286 64.89 0.00074658457
226 0 68 67.902 2.943 64.959 8.9908712e-07
226 1 61 67.608 2.648 64.96 0.0040878005
226 2 77 67.194 2.235 64.959 0.0090018838
226 3 69 66.722 1.763 64.959 0.0004857995
226 4 60 66.248 1.289 64.959 0.0036545311
226 5 72 65.826 0.867 64.959 0.0035684768
226 6 63 65.498 0.539 64.959 0.0005841636
226 7 77 65.288 0.329 64.959 0.012841382
226 8 55 65.163 0.204 64.959 0.0096692653
226 9 65 65.19 0.231 64.959 3.379534e-06
226 10 62 65.402 0.443 64.959 0.0010834734
226 11 53 65.687 0.728 64.959 0.015068413
226 12 75 65.982 1.023 64.959 0.0076132499
226 13 76 66.247 1.288 64.959 0.008904839
226 14 61 66.448 1.489 64.959 0.0027785859
226 15 65 66.563 1.604 64.959 0.00022870075
226 16 52 66.583 1.624 64.959 0.019908722
226 17 76 66.512 1.553 64.959 0.0084275042
226 18 67 66.37 1.411 64.959 3.7156151e-05
226 19 72 66.182 1.222 64.96 0.0031688163
226 20 72 65.969 1.01 64.959 0.0034050875
226 21 78 65.771 0.812 64.959 0.014000112
226 22 63 65.625 0.666 64.959 0.00064507207
226 23 83 65.564 0.605 64.959 0.028460554
226 24 58 65.645 0.686 64.959 0.0054714773
226 25 50 65.875 0.915 64.96 0.02359267
226 26 68 66.272 1.313 64.959 0.00027953558
226 27 61 66.793 1.834 64.959 0.0031416419
226 28 51 67.311 2.352 64.959 0.024906391
226 29 83 67.721 2.762 64.959 0.02185443
226 30 56 67.972 3.013 64.959 0.013417853
226 31 74 68.034 3.075 64.959 0.0033320854
227 0 62 65.503 2.763 62.74 0.0011487616
227 1 64 65.226 2.486 62.74 0.00014071181
227 2 66 64.837 2.097 62.74 0.00012662197
227 3 76 64.393 1.653 62.74 0.012612164
227 4 71 63.948 1.208 62.74 0.0046555847
227 5 52 63.551 0.811 62.74 0.012490758
227 6 70 63.244 0.504 62.74 0.0042729608
227 7 71 63.048 0.308 62.74 0.0059197364
227 8 63 62.931 0.191 62.74 4.4570531e-07
227 9 64 62.956 0.216 62.74 0.00010203534
227 10 48 63.155 0.415 62.74 0.021501141
227 11 65 63.422 0.682 62.74 0.00023311146
227 12 69 63.698 0.958 62.74 0.0026316557
227 13 57 63.946 1.206 62.74 0.0045166785
227 14 66 64.134 1.394 62.74 0.00032596645
227 15 61 64.241 1.501 62.74 0.00098334901
227 16 70 64.259 1.519 62.74 0.0030854941
227 17 62 64.193 1.453 62.74 0.00045022218
227 18 51 64.06 1.319 62.741 0.015967465
227 19 56 63.883 1.143 62.74 0.0058174502
227 20 61 63.684 0.944 62.74 0.00067439547
227 21 66 63.499 0.759 62.74 0.00058556756
227 22 72 63.363 0.623 62.74 0.0069835374
227 23 58 63.306 0.566 62.74 0.002635628
227 24 56 63.382 0.642 62.74 0.0051014978
227 25 57 63.599 0.858 62.741 0.004076673
227 26 68 63.972 1.232 62.74 0.0015188978
227 27 58 64.462 1.722 62.74 0.0039091608
227 28 76 64.949 2.209 62.74 0.011432805
227 29 65 65.334 2.594 62.74 1.0443415e-05
227 30 76 65.569 2.829 62.74 0.010185949
227 31 73 65.627 2.887 62.74 0.0050890661
228 0 51 64.015 2.605 61.41 0.015857619
228 1 77 63.753 2.343 61.41 0.016428
228 2 65 63.386 1.976 61.41 0.00024386905
228 3 65 62.967 1.557 61.41 0.00038692285
228 4 67 62.547 1.137 61.41 0.0018563293
228 5 54 62.172 0.763 61.409 0.0062518182
228 6 59 61.883 0.473 61.41 0.00077810626
228 7 65 61.698 0.288 61.41 0.0010207133
228 8 65 61.589 0.179 61.41 0.0010892136
228 9 58 61.613 0.203 61.41 0.0012220404
228 10 64 61.8 0.39 61.41 0.00045310096
228 11 57 62.052 0.642 61.41 0.0023893309
228 12 57 62.311 0.902 61.409 0.0026405976
228 13 58 62.544 1.135 61.409 0.0019329751
228 14 73 62.72 1.311 61.409 0.0098931787
228 15 46 62.821 1.411 61.41 0.026488249
228 16 71 62.837 1.427 61.41 0.0062380552
228 17 61 62.775 1.365 61.41 0.0002949486
228 18 64 62.649 1.239 61.41 0.00017086784
228 19 68 62.483 1.074 61.409 0.0028494142
228 20 65 62.297 0.887 61.41 0.00068397734
228 21 62 62.123 0.713 61.41 1.416315e-06
228 22 60 61.995 0.585 61.41 0.00037259363
228 23 50 61.942 0.532 61.41 0.013350691
228 24 71 62.014 0.604 61.41 0.0075593152
228 25 59 62.218 0.808 61.41 0.00096944171
228 26 54 62.571 1.161 61.41 0.0068772152
228 27 56 63.033 1.623 61.41 0.0046305317
228 28 71 63.493 2.083 61.41 0.0052757287
228 29 64 63.856 2.446 61.41 1.9412193e-06
228 30 69 64.078 2.668 61.41 0.0022679467
228 31 79 64.133 2.723 61.41 0.020691706
229 0 70 62.972 2.469 60.503 0.00462395
229 1 67 62.723 2.22 60.503 0.0017124903
229 2 66 62.374 1.872 60.502 0.0012308503
229 3 62 61.976 1.474 60.502 5.3922759e-08
229 4 63 61.578 1.075 60.503 0.00018929922
229 5 67 61.223 0.721 60.502 0.0031243117
229 6 58 60.949 0.446 60.503 0.00081414014
229 7 64 60.774 0.272 60.502 0.0009742678
229 8 52 60.671 0.169 60.502 0.0070386277
229 9 52 60.694 0.192 60.502 0.0070760174
229 10 60 60.872 0.369 60.503 7.1184034e-05
229 11 72 61.11 0.607 60.503 0.011102106
229 12 71 61.355 0.853 60.502 0.0087087152
229 13 52 61.575 1.073 60.502 0.0085827644
229 14 53 61.741 1.239 60.502 0.0071527305
229 15 56 61.836 1.333 60.503 0.0031884542
229 16 60 61.851 1.348 60.503 0.0003207469
229 17 62 61.791 1.289 60.502 4.0892362e-06
229 18 66 61.673 1.17 60.503 0.0017527639
229 19 61 61.516 1.014 60.502 2.4925795e-05
229 20 61 61.34 0.837 60.503 1.0821998e-05
229 21 64 61.175 0.673 60.502 0.0007471134
229 22 45 61.055 0.552 60.503 0.024130718
229 23 61 61.005 0.502 60.503 2.3403975e-09
229 24 62 61.073 0.571 60.502 8.0446859e-05
229 25 67 61.268 0.765 60.503 0.0030758276
229 26 47 61.603 1.1 60.503 0.019963367
229 27 73 62.041 1.539 60.502 0.01124324
229 28 55 62.477 1.975 60.502 0.0052336465
229 29 60 62.822 2.32 60.502 0.00074552746
229 30 78 63.032 2.53 60.502 0.020973802
229 31 67 63.084 2.581 60.503 0.0014356051
230 0 61 61.623 2.354 59.269 3.6335046e-05
230 1 55 61.385 2.116 59.269 0.0038165541
230 2 57 61.053 1.783 59.27 0.0015378105
230 3 58 60.673 1.403 59.27 0.00066887897
230 4 69 60.293 1.023 59.27 0.0070971946
230 5 53 59.954 0.685 59.269 0.0045270886
230 6 54 59.693 0.424 59.269 0.0030341147
230 7 44 59.527 0.258 59.269 0.022569645
230 8 52 59.429 0.16 59.269 0.0051666654
230 9 66 59.452 0.182 59.27 0.0040139038
230 10 78 59.62 0.351 59.269 0.031625736
230 11 51 59.847 0.578 59.269 0.0073272613
230 12 56 60.081 0.811 59.27 0.0015591317
230 13 72 60.29 1.02 59.27 0.012836996
230 14 51 60.447 1.178 59.269 0.0083548269
230 15 61 60.536 1.267 59.269 2.0155129e-05
230 16 52 60.55 1.281 59.269 0.0068435564
230 17 68 60.494 1.224 59.27 0.0052743233
230 18 52 60.381 1.111 59.27 0.0065756896
230 19 68 60.232 0.962 59.27 0.0056489542
230 20 69 60.064 0.795 59.269 0.0074754259
230 21 72 59.908 0.639 59.269 0.013688186
230 22 50 59.794 0.525 59.269 0.0089798653
230 23 54 59.746 0.477 59.269 0.0030908709
230 24 72 59.812 0.543 59.269 0.013906394
230 25 61 59.998 0.729 59.269 9.3990739e-05
230 26 61 60.318 1.049 59.269 4.3543003e-05
230 27 64 60.736 1.467 59.269 0.00099735535
230 28 62 61.152 1.883 59.269 6.7319569e-05
230 29 52 61.481 2.212 59.269 0.0084150736
230 30 67 61.681 2.412 59.269 0.0026485587
230 31 70 61.73 2.461 59.269 0.006402663
231 0 65 63.916 2.256 61.66 0.00011000393
231 1 74 63.688 2.028 61.66 0.0099548663
231 2 60 63.368 1.708 61.66 0.0010619249
231 3 59 63.004 1.344 61.66 0.0015008516
231 4 59 62.639 0.979 61.66 0.0012396918
231 5 55 62.315 0.655 61.66 0.0050093143
231 6 57 62.064 0.404 61.66 0.0024006952
231 7 52 61.906 0.246 61.66 0.0091864194
231 8 56 61.812 0.152 61.66 0.0031622837
231 9 55 61.834 0.174 61.66 0.0043721955
231 10 80 61.996 0.336 61.66 0.030345034
231 11 81 62.213 0.553 61.66 0.033041861
231 12 65 62.436 0.776 61.66 0.00061543992
231 13 57 62.636 0.976 61.66 0.0029736619
231 14 56 62.786 1.126 61.66 0.0043109932
231 15 57 62.871 1.211 61.66 0.0032268129
231 16 67 62.884 1.224 61.66 0.0015859897
231 17 69 62.829 1.169 61.66 0.0035650097
231 18 67 62.721 1.061 61.66 0.0017140923
231 19 68 62.579 0.919 61.66 0.0027511131
231 20 62 62.419 0.759 61.66 1.6435301e-05
231 21 70 62.27 0.61 61.66 0.0055938216
231 22 60 62.161 0.501 61.66 0.00043717886
231 23 51 62.116 0.456 61.66 0.011567692
231 24 64 62.179 0.519 61.66 0.00031043417
231 25 59 62.358 0.698 61.66 0.0010556283
231 26 66 62.665 1.005 61.66 0.0010412171
231 27 71 63.066 1.406 61.66 0.0058929671
231 28 75 63.465 1.805 61.66 0.012456178
231 29 48 63.781 2.121 61.66 0.0233141
231 30 70 63.973 2.313 61.66 0.0034005722
231 31 52 64.02 2.36 61.66 0.013525663
232 0 65 61.833 2.175 59.658 0.0009389571
232 1 66 61.613 1.954 59.659 0.00180171
232 2 54 61.304 1.646 59.658 0.0049942601
232 3 57 60.952 1.294 59.658 0.0014621216
232 4 59 60.6 0.942 59.658 0.00023965671
232 5 56 60.288 0.629 59.659 0.0017213103
232 6 59 60.046 0.388 59.658 0.00010242666
232 7 53 59.894 0.236 59.658 0.004449305
232 8 73 59.804 0.146 59.658 0.01630175
232 9 71 59.825 0.167 59.658 0.011690812
232 10 61 59.981 0.323 59.658 9.7207101e-05
232 11 73 60.19 0.532 59.658 0.015362004
232 12 56 60.405 0.746 59.659 0.0018165253
232 13 81 60.597 0.938 59.659 0.038970653
232 14 51 60.74 1.082 59.658 0.0088811159
232 15 44 60.822 1.163 59.659 0.026491398
232 16 55 60.834 1.175 59.659 0.0031862693
232 17 70 60.781 1.123 59.658 0.0079564118
232 18 57 60.677 1.019 59.658 0.0012657178
232 19 53 60.541 0.882 59.659 0.0053236256
232 20 75 60.387 0.729 59.658 0.019990718
232 21 75 60.244 0.586 59.658 0.020383883
232 22 62 60.139 0.481 59.658 0.00032422192
232 23 59 60.096 0.437 59.659 0.00011245292
232 24 57 60.157 0.499 59.658 0.00093303683
232 25 59 60.33 0.672 59.658 0.00016559717
232 26 42 60.627 0.968 59.659 0.032481453
232 27 58 61.014 1.356 59.658 0.0008504252
232 28 66 61.399 1.741 59.658 0.0019817738
232 29 55 61.703 2.045 59.658 0.004206182
232 30 58 61.889 2.23 59.659 0.0014158769
232 31 61 61.934 2.275 59.659 8.1666393e-05
233 0 40 59.796 2.108 57.688 0.036686351
233 1 50 59.582 1.893 57.689 0.0085953181
233 2 62 59.282 1.594 57.688 0.00069158972
233 3 40 58.94 1.252 57.688 0.033582233
233 4 49 58.599 0.911 57.688 0.0086258441
233 5 64 58.296 0.608 57.688 0.003045851
233 6 55 58.063 0.374 57.689 0.00087830148
233 7 54 57.916 0.227 57.689 0.0014356051
233 8 56 57.829 0.141 57.688 0.00031316775
233 9 63 57.85 0.161 57.689 0.0024829277
233 10 51 58 0.312 57.688 0.0045871792
233 11 53 58.203 0.514 57.689 0.0025342956
233 12 75 58.41 0.722 57.688 0.025765727
233 13 61 58.595 0.907 57.688 0.00054147671
233 14 60 58.734 1.046 57.688 0.00015004345
233 15 65 58.812 1.124 57.688 0.0035846787
233 16 53 58.823 1.135 57.688 0.0031742652
233 17 69 58.772 1.084 57.688 0.0097933452
233 18 67 58.672 0.984 57.688 0.0064927855
233 19 55 58.54 0.852 57.688 0.001173157
233 20 65 58.391 0.703 57.688 0.0040890378
233 21 52 58.253 0.565 57.688 0.0036603826
233 22 61 58.152 0.464 57.688 0.00075932831
233 23 69 58.111 0.422 57.689 0.011100067
233 24 59 58.17 0.482 57.688 6.4491994e-05
233 25 61 58.338 0.65 57.688 0.00066338512
233 26 53 58.626 0.938 57.688 0.0029631189
233 27 71 59.002 1.314 57.688 0.013476197
233 28 68 59.375 1.687 57.688 0.0069641454
233 29 64 59.67 1.982 57.688 0.0017551952
233 30 63 59.85 2.162 57.688 0.00092890378
233 31 49 59.893 2.205 57.688 0.011108224
234 0 58 61.341 2.052 59.289 0.001044967
234 1 55 61.132 1.843 59.289 0.0035200912
234 2 52 60.84 1.55 59.29 0.0073156708
234 3 47 60.507 1.218 59.289 0.017079196
234 4 66 60.175 0.885 59.29 0.003176446
234 5 79 59.88 0.59 59.29 0.034223577
234 6 57 59.652 0.363 59.289 0.00065841037
234 7 59 59.51 0.22 59.29 2.4349496e-05
234 8 58 59.426 0.136 59.29 0.00019036569
234 9 61 59.446 0.156 59.29 0.00022607454
234 10 44 59.593 0.303 59.29 0.022761925
234 11 53 59.789 0.5 59.289 0.0043148057
234 12 54 59.991 0.701 59.29 0.0033600695
234 13 61 60.17 0.881 59.289 6.4491994e-05
234 14 61 60.305 1.015 59.29 4.5218821e-05
234 15 75 60.38 1.09 59.29 0.020009875
234 16 67 60.391 1.101 59.29 0.0040890378
234 17 58 60.341 1.051 59.29 0.00051304145
234 18 46 60.243 0.954 59.289 0.018991207
234 19 59 60.115 0.826 59.289 0.00011638563
234 20 49 59.971 0.682 59.289 0.011267876
234 21 69 59.838 0.548 59.29 0.0078583288
234 22 56 59.739 0.45 59.289 0.0013087616
234 23 56 59.699 0.41 59.289 0.001280909
234 24 68 59.758 0.468 59.29 0.006359381
234 25 63 59.922 0.632 59.29 0.00088692491
234 26 74 60.202 0.913 59.289 0.017823045
234 27 70 60.568 1.279 59.289 0.0083283162
234 28 52 60.932 1.642 59.29 0.007468735
234 29 76 61.219 1.93 59.289 0.020453011
234 30 60 61.394 2.105 59.289 0.00018191779
234 31 65 61.436 2.147 59.289 0.0011891182
235 0 52 59.586 2.005 57.581 0.0053873513
235 1 63 59.382 1.8 57.582 0.001225425
235 2 45 59.096 1.514 57.582 0.018601219
235 3 55 58.77 1.189 57.581 0.0013305534
235 4 65 58.445 0.863 57.582 0.0040224904
235 5 66 58.156 0.575 57.581 0.0057600306
235 6 55 57.934 0.353 57.581 0.00080587901
235 7 54 57.795 0.214 57.581 0.0013482586
235 8 62 57.714 0.133 57.581 0.001719705
235 9 41 57.734 0.152 57.582 0.026214957
235 10 52 57.877 0.296 57.581 0.0032334117
235 11 55 58.069 0.487 57.582 0.0008817458
235 12 62 58.265 0.684 57.581 0.0013059629
235 13 60 58.44 0.859 57.581 0.00022782366
235 14 62 58.57 0.989 57.581 0.0011013817
235 15 58 58.644 1.062 57.582 3.8825884e-05
235 16 54 58.654 1.073 57.581 0.0020276938
235 17 56 58.605 1.024 57.581 0.00063527985
235 18 56 58.51 0.929 57.581 0.00058978954
235 19 64 58.385 0.804 57.581 0.0029515432
235 20 56 58.245 0.664 57.581 0.00047182648
235 21 63 58.115 0.533 57.582 0.0022339773
235 22 78 58.019 0.438 57.581 0.037375246
235 23 64 57.98 0.399 57.581 0.0033926777
235 24 57 58.037 0.456 57.581 0.00010067164
235 25 69 58.198 0.617 57.581 0.010923403
235 26 56 58.473 0.892 57.581 0.00057252948
235 27 65 58.831 1.25 57.581 0.0035626993
235 28 57 59.187 1.605 57.582 0.00044776195
235 29 70 59.468 1.887 57.581 0.010384159
235 30 51 59.639 2.057 57.582 0.006986772
235 31 49 59.68 2.099 57.581 0.010678054
236 0 70 61.135 1.966 59.169 0.0073571075
236 1 67 60.934 1.765 59.169 0.003444724
236 2 48 60.653 1.484 59.169 0.014987757
236 3 61 60.333 1.164 59.169 4.1648685e-05
236 4 61 60.014 0.845 59.169 9.1013005e-05
236 5 58 59.731 0.562 59.169 0.00028050704
236 6 52 59.514 0.345 59.169 0.0052855721
236 7 69 59.378 0.209 59.169 0.0086672301
236 8 48 59.298 0.129 59.169 0.011949583
236 9 56 59.318 0.149 59.169 0.0010306291
236 10 55 59.458 0.289 59.169 0.0018605003
236 11 63 59.646 0.477 59.169 0.0010531149
236 12 49 59.838 0.669 59.169 0.010996334
236 13 79 60.009 0.84 59.169 0.033763331
236 14 59 60.136 0.967 59.169 0.00012081095
236 15 54 60.208 1.039 59.169 0.0036078879
236 16 78 60.217 1.048 59.169 0.029604633
236 17 59 60.169 1 59.169 0.00012793184
236 18 53 60.076 0.907 59.169 0.0046873272
236 19 66 59.954 0.785 59.169 0.0034220465
236 20 56 59.817 0.648 59.169 0.0013639358
236 21 59 59.69 0.521 59.169 4.4570531e-05
236 22 56 59.597 0.428 59.169 0.0012112408
236 23 49 59.559 0.39 59.169 0.010437469
236 24 68 59.615 0.446 59.169 0.0065819679
236 25 54 59.773 0.604 59.169 0.0031199867
236 26 72 60.043 0.874 59.169 0.013384251
236 27 66 60.395 1.226 59.169 0.0029410395
236 28 67 60.744 1.575 59.169 0.0036638957
236 29 56 61.019 1.85 59.169 0.0023582184
236 30 57 61.187 2.018 59.169 0.0016411775
236 31 58 61.227 2.058 59.169 0.0009748719
237 0 59 61.849 1.933 59.916 0.00075986164
237 1 69 61.651 1.735 59.916 0.005055989
237 2 59 61.374 1.458 59.916 0.00052760761
237 3 73 61.059 1.143 59.916 0.013348456
237 4 61 60.745 0.829 59.916 6.087374e-06
237 5 55 60.467 0.551 59.916 0.0027980004
237 6 52 60.254 0.338 59.916 0.0063779124
237 7 71 60.121 0.204 59.917 0.011079689
237 8 47 60.043 0.126 59.917 0.015925923
237 9 57 60.062 0.146 59.916 0.00087772809
237 10 70 60.2 0.284 59.916 0.0089908712
237 11 68 60.384 0.468 59.916 0.0054300458
237 12 68 60.573 0.656 59.917 0.0051638839
237 13 51 60.74 0.824 59.916 0.0088811159
237 14 57 60.865 0.948 59.917 0.0013984554
237 15 67 60.934 1.018 59.916 0.003444724
237 16 59 60.943 1.027 59.916 0.00035342334
237 17 66 60.896 0.98 59.916 0.0024387706
237 18 50 60.805 0.889 59.916 0.010929472
237 19 57 60.685 0.769 59.916 0.0012712314
237 20 63 60.551 0.635 59.916 0.00056147082
237 21 71 60.426 0.51 59.916 0.010467145
237 22 57 60.335 0.419 59.916 0.0010412171
237 23 64 60.298 0.382 59.916 0.0012829876
237 24 42 60.354 0.437 59.917 0.031536325
237 25 56 60.51 0.593 59.917 0.0019041568
237 26 63 60.775 0.859 59.916 0.00046345722
237 27 88 61.121 1.205 59.916 0.067635676
237 28 67 61.464 1.548 59.916 0.0028690742
237 29 51 61.736 1.819 59.917 0.010790328
237 30 60 61.9 1.984 59.916 0.0003379534
237 31 48 61.94 2.023 59.917 0.018191779
238 0 63 64.596 1.904 62.692 0.00023845992
238 1 54 64.4 1.708 62.692 0.010125496
238 2 56 64.127 1.435 62.692 0.0061831551
238 3 62 63.817 1.125 62.692 0.00030907187
238 4 60 63.507 0.815 62.692 0.0011513866
238 5 49 63.233 0.541 62.692 0.018964549
238 6 75 63.023 0.331 62.692 0.013429063
238 7 54 62.892 0.2 62.692 0.0074019906
238 8 71 62.816 0.124 62.692 0.0062701924
238 9 56 62.835 0.143 62.692 0.0043734751
238 10 65 62.971 0.279 62.692 0.00038540178
238 11 68 63.152 0.46 62.692 0.0022002643
238 12 68 63.337 0.645 62.692 0.0020355438
238 13 59 63.501 0.809 62.692 0.0018965646
238 14 60 63.623 0.932 62.691 0.0012288144
238 15 67 63.691 0.999 62.692 0.0010250455
238 16 57 63.7 1.008 62.692 0.0042024178
238 17 74 63.654 0.962 62.692 0.010020619
238 18 64 63.564 0.872 62.692 1.7796008e-05
238 19 63 63.446 0.755 62.691 1.8621701e-05
238 20 76 63.315 0.623 62.692 0.015063662
238 21 72 63.192 0.501 62.691 0.0072628025
238 22 69 63.103 0.411 62.692 0.0032554564
238 23 66 63.066 0.374 62.692 0.00080587901
238 24 56 63.122 0.43 62.692 0.0047484685
238 25 64 63.276 0.584 62.692 4.9071209e-05
238 26 69 63.538 0.846 62.692 0.0027928848
238 27 58 63.878 1.187 62.691 0.0032345121
238 28 74 64.217 1.525 62.692 0.0089597054
238 29 51 64.484 1.792 62.692 0.01702108
238 30 57 64.646 1.955 62.691 0.0054729088
238 31 77 64.685 1.993 62.692 0.014197715
239 0 57 61.997 1.877 60.12 0.0023375899
239 1 69 61.804 1.684 60.12 0.0048476576
239 2 54 61.534 1.414 60.12 0.0053137468
239 3 56 61.228 1.108 60.12 0.0025587083
239 4 55 60.922 0.802 60.12 0.0032831175
239 5 64 60.652 0.532 60.12 0.0010493504
239 6 61 60.445 0.325 60.12 2.8836038e-05
239 7 50 60.316 0.196 60.12 0.0099625907
239 8 68 60.241 0.122 60.119 0.0056358721
239 9 49 60.26 0.141 60.119 0.011869335
239 10 64 60.394 0.274 60.12 0.0012173097
239 11 58 60.572 0.453 60.119 0.00061928641
239 12 75 60.754 0.635 60.119 0.018999208
239 13 61 60.916 0.796 60.12 6.605538e-07
239 14 55 61.036 0.916 60.12 0.0034107358
239 15 72 61.102 0.983 60.119 0.011118424
239 16 63 61.111 0.991 60.12 0.00033405159
239 17 63 61.065 0.945 60.12 0.000350519
239 18 62 60.976 0.857 60.119 9.8163387e-05
239 19 58 60.861 0.741 60.12 0.0007662762
239 20 63 60.732 0.612 60.12 0.00048154372
239 21 70 60.612 0.492 60.12 0.0082507948
239 22 54 60.524 0.404 60.12 0.0039845339
239 23 56 60.488 0.368 60.12 0.001885625
239 24 58 60.542 0.423 60.119 0.00060492386
239 25 54 60.695 0.575 60.12 0.0041961479
239 26 67 60.954 0.834 60.12 0.0034220465
239 27 58 61.29 1.17 60.12 0.0010133079
239 28 53 61.624 1.504 60.12 0.0069625306
239 29 56 61.887 1.768 60.119 0.0032444247
239 30 62 62.047 1.928 60.119 2.0679753e-07
239 31 87 62.085 1.966 60.119 0.058112747
240 0 48 59.337 1.852 57.485 0.012032224
240 1 77 59.146 1.661 57.485 0.029841502
240 2 53 58.88 1.395 57.485 0.0032367136
240 3 59 58.577 1.092 57.485 1.67506e-05
240 4 76 58.276 0.79 57.486 0.029408516
240 5 62 58.009 0.524 57.485 0.0014911217
240 6 50 57.805 0.32 57.485 0.0057028958
240 7 59 57.678 0.193 57.485 0.00016361101
240 8 70 57.605 0.119 57.486 0.014382775
240 9 54 57.624 0.138 57.486 0.0012294928
240 10 50 57.755 0.27 57.485 0.0056300627
240 11 49 57.931 0.446 57.485 0.0074670628
240 12 69 58.11 0.625 57.485 0.011102106
240 13 57 58.269 0.783 57.486 0.0001507554
240 14 67 58.387 0.901 57.486 0.0069447804
240 15 49 58.452 0.966 57.486 0.0083636731
240 16 48 58.46 0.974 57.486 0.010242666
240 17 54 58.415 0.929 57.486 0.0018247822
240 18 75 58.328 0.842 57.486 0.026021063
240 19 52 58.214 0.729 57.485 0.0036148653
240 20 60 58.087 0.601 57.486 0.00034259385
240 21 54 57.969 0.483 57.486 0.0014747276
240 22 52 57.882 0.397 57.485 0.0032389158
240 23 66 57.847 0.362 57.485 0.0062227809
240 24 57 57.901 0.416 57.485 7.5997482e-05
240 25 54 58.052 0.566 57.486 0.0015370518
240 26 42 58.308 0.822 57.486 0.02489723
240 27 62 58.64 1.154 57.486 0.0010568861
240 28 69 58.969 1.484 57.485 0.009419722
240 29 56 59.23 1.744 57.486 0.00097668534
240 30 58 59.388 1.902 57.486 0.00018035515
240 31 59 59.425 1.94 57.485 1.6909372e-05
241 0 66 62.166 1.827 60.339 0.0013761122
241 1 74 61.977 1.638 60.339 0.013532415
241 2 67 61.714 1.375 60.339 0.0026157964
241 3 66 61.415 1.076 60.339 0.0019680145
241 4 62 61.117 0.778 60.339 7.2991289e-05
241 5 62 60.854 0.515 60.339 0.00012294726
241 6 58 60.653 0.314 60.339 0.000658907
241 7 49 60.528 0.189 60.339 0.012441065
241 8 56 60.456 0.117 60.339 0.0018588313
241 9 63 60.474 0.136 60.338 0.00059733274
241 10 55 60.604 0.266 60.338 0.0029399902
241 11 62 60.777 0.439 60.338 0.00014002402
241 12 68 60.954 0.615 60.339 0.0046476659
241 13 60 61.11 0.771 60.339 0.00011534415
241 14 67 61.225 0.887 60.338 0.0031221488
241 15 60 61.289 0.951 60.338 0.00015554479
241 16 62 61.297 0.958 60.339 4.6265821e-05
241 17 70 61.252 0.914 60.338 0.0071641913
241 18 57 61.166 0.828 60.338 0.001624756
241 19 44 61.055 0.716 60.339 0.02723034
241 20 63 60.93 0.591 60.339 0.00040113478
